UWRZ_AH12_Lech_Anger_DIS,12,1999
900,9A,891D
1,Channel;  001,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
2,Channel;  002,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
3,Channel;  003,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
4,Channel;  004,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
5,Channel;  005,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
6,Channel;  006,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
7,Channel;  007,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
8,Channel;  008,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
9,Channel;  009,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
10,Channel;  010,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
11,Channel;  011,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
12,Channel;  012,Lx,,Einh,1.294764,0.000000,0.000000,-92,90,300.000000,1.000000,P
1,Func ;130; Inf ;162,,,0
2,Func ;130; Inf ;162,,,0
3,Func ;130; Inf ;162,,,0
4,Func ;130; Inf ;162,,,0
5,Func ;130; Inf ;162,,,0
6,Func ;130; Inf ;162,,,0
7,Func ;130; Inf ;162,,,0
8,Func ;130; Inf ;162,,,0
9,Func ;130; Inf ;162,,,0
10,Func ;130; Inf ;162,,,0
11,Func ;130; Inf ;162,,,0
12,Func ;130; Inf ;162,,,0
13,Func ;130; Inf ;162,,,0
14,Func ;130; Inf ;162,,,0
15,Func ;130; Inf ;162,,,0
16,Func ;130; Inf ;162,,,0
17,Func ;130; Inf ;162,,,0
18,Func ;130; Inf ;162,,,0
19,Func ;130; Inf ;162,,,0
20,Func ;130; Inf ;162,,,0
21,Func ;130; Inf ;162,,,0
22,Func ;130; Inf ;162,,,0
23,Func ;130; Inf ;162,,,0
24,Func ;130; Inf ;162,,,0
25,Func ;130; Inf ;162,,,0
26,Func ;130; Inf ;162,,,0
27,Func ;130; Inf ;162,,,0
28,Func ;130; Inf ;162,,,0
29,Func ;130; Inf ;162,,,0
30,Func ;130; Inf ;162,,,0
31,Func ;130; Inf ;162,,,0
32,Func ;130; Inf ;162,,,0
33,Func ;130; Inf ;162,,,0
34,Func ;130; Inf ;162,,,0
35,Func ;130; Inf ;162,,,0
36,Func ;130; Inf ;162,,,0
37,Func ;130; Inf ;162,,,0
38,Func ;130; Inf ;162,,,0
39,Func ;130; Inf ;162,,,0
40,Func ;130; Inf ;162,,,0
41,Func ;130; Inf ;162,,,0
42,Func ;130; Inf ;162,,,0
43,Func ;130; Inf ;162,,,0
44,Func ;130; Inf ;162,,,0
45,Func ;130; Inf ;162,,,0
46,Func ;130; Inf ;162,,,0
47,Func ;130; Inf ;162,,,0
48,Func ;130; Inf ;162,,,0
49,Func ;130; Inf ;162,,,0
50,Func ;130; Inf ;162,,,0
51,Func ;130; Inf ;162,,,0
52,Func ;130; Inf ;162,,,0
53,Func ;130; Inf ;162,,,0
54,Func ;130; Inf ;162,,,0
55,Func ;130; Inf ;162,,,0
56,Func ;130; Inf ;162,,,0
57,Func ;130; Inf ;162,,,0
58,Func ;130; Inf ;162,,,0
59,Func ;130; Inf ;162,,,0
60,Func ;130; Inf ;162,,,0
61,Func ;130; Inf ;162,,,0
62,Func ;130; Inf ;162,,,0
63,Func ;130; Inf ;162,,,0
64,Func ;130; Inf ;162,,,0
65,Func ;130; Inf ;162,,,0
66,Func ;130; Inf ;162,,,0
67,Func ;130; Inf ;162,,,0
68,Func ;130; Inf ;162,,,0
69,Func ;130; Inf ;162,,,0
70,Func ;130; Inf ;162,,,0
71,Func ;130; Inf ;162,,,0
72,Func ;130; Inf ;162,,,0
73,Func ;130; Inf ;162,,,0
74,Func ;130; Inf ;162,,,0
75,Func ;130; Inf ;162,,,0
76,Func ;130; Inf ;162,,,0
77,Func ;130; Inf ;162,,,0
78,Func ;130; Inf ;162,,,0
50
1
1000,601
06/11/2025,08:20:54.699000
06/11/2025,08:20:54.699000
BINARY
1
